fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,ID,color
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,1499,red
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,1500,red
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,1501,red
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5,1502,red
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,5,1503,red
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6,1504,red
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,1505,red
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,1506,red
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,1507,red
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,1508,red
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,1509,red
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,5,1510,red
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,1511,red
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,1512,red
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,1513,red
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,1514,red
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,6,1515,red
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,1516,red
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,1517,red
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,1518,red
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5,1519,red
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,1520,red
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,1521,red
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,1522,red
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5,1523,red
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,1524,red
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,1525,red
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,1526,red
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,1527,red
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,1528,red
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,1529,red
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,1530,red
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,1531,red
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,5,1532,red
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,1533,red
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,5,1534,red
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,1535,red
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,1536,red
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,1537,red
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,1538,red
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,5,1539,red
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,5,1540,red
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,1541,red
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,7,1542,red
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,1543,red
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,1544,red
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7,1545,red
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,1546,red
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,5,1547,red
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,1548,red
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5,1549,red
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,8,1550,red
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,1551,red
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,1552,red
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,1553,red
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,1554,red
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,1555,red
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,7,1556,red
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,1557,red
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,1558,red
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,1559,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,1560,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,1561,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5,1562,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,1563,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,1564,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,1565,red
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,1566,red
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,1567,red
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5,1568,red
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,5,1569,red
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6,1570,red
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,1571,red
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,1572,red
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,5,1573,red
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,1574,red
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,1575,red
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,1576,red
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,1577,red
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,1578,red
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,1579,red
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,1580,red
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,1581,red
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,5,1582,red
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,1583,red
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,5,1584,red
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,1585,red
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,1586,red
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,1587,red
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,1588,red
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,1589,red
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,1590,red
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,1591,red
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,1592,red
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,1593,red
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,1594,red
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,5,1595,red
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,1596,red
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,1597,red
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,1598,red
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,1599,red
